TRACK,LABEL,METHOD,CURVE
1,feature.Area.og1.CWHvm_DR_HW_M,,0
1,feature.Area.og1.total,,0
1,feature.Area.og2.CWHvm_DR_HW_M,,1
1,feature.Area.og2.total,,1
1,feature.Area.unmanaged,,2
1,feature.Height.unmanaged.CWHvm_DR_HW_M,,3
1,feature.QMD.unmanaged.CWHvm_DR_HW_M,,4
1,feature.Seral.CWHvm_DR_HW_M.immature,,5
1,feature.Seral.CWHvm_DR_HW_M.mature,,6
1,feature.Seral.CWHvm_DR_HW_M.overmature,,7
1,feature.Seral.CWHvm_DR_HW_M.regenerating,,8
1,feature.Seral.CWHvm_DR_HW_M.young,,9
1,feature.Seral.immature,,5
1,feature.Seral.mature,,6
1,feature.Seral.overmature,,7
1,feature.Seral.regenerating,,8
1,feature.Seral.young,,9
1,feature.SpeciesProp.unmanaged.CW,,10
1,feature.SpeciesProp.unmanaged.FDC,,11
1,feature.SpeciesProp.unmanaged.HW,,12
1,feature.Yield.unmanaged.CW,,13
1,feature.Yield.unmanaged.FDC,,14
1,feature.Yield.unmanaged.HW,,15
1,feature.Yield.unmanaged.Total,,16
2,feature.Area.managed,,17
2,feature.Area.og1.CWHvm_DR_HW_M,,18
2,feature.Area.og1.total,,18
2,feature.Area.og2.CWHvm_DR_HW_M,,19
2,feature.Area.og2.total,,19
2,feature.Height.managed.CWHvm_DR_HW_M,,20
2,feature.QMD.managed.CWHvm_DR_HW_M,,4
2,feature.Seral.CWHvm_DR_HW_M.immature,,21
2,feature.Seral.CWHvm_DR_HW_M.mature,,22
2,feature.Seral.CWHvm_DR_HW_M.overmature,,23
2,feature.Seral.CWHvm_DR_HW_M.regenerating,,24
2,feature.Seral.CWHvm_DR_HW_M.young,,25
2,feature.Seral.immature,,21
2,feature.Seral.mature,,22
2,feature.Seral.overmature,,23
2,feature.Seral.regenerating,,24
2,feature.Seral.young,,25
2,feature.SpeciesProp.managed.CW,,10
2,feature.SpeciesProp.managed.FDC,,26
2,feature.SpeciesProp.managed.HW,,12
2,feature.Yield.managed.CW,,27
2,feature.Yield.managed.FDC,,28
2,feature.Yield.managed.HW,,29
2,feature.Yield.managed.Total,,30
3,feature.Area.og1.CWHvm_FDC_HW_H,,43
3,feature.Area.og1.total,,43
3,feature.Area.og2.CWHvm_FDC_HW_H,,1
3,feature.Area.og2.total,,1
3,feature.Area.unmanaged,,2
3,feature.Height.unmanaged.CWHvm_FDC_HW_H,,44
3,feature.QMD.unmanaged.CWHvm_FDC_HW_H,,4
3,feature.Seral.CWHvm_FDC_HW_H.immature,,45
3,feature.Seral.CWHvm_FDC_HW_H.mature,,46
3,feature.Seral.CWHvm_FDC_HW_H.overmature,,47
3,feature.Seral.CWHvm_FDC_HW_H.regenerating,,8
3,feature.Seral.CWHvm_FDC_HW_H.young,,9
3,feature.Seral.immature,,45
3,feature.Seral.mature,,46
3,feature.Seral.overmature,,47
3,feature.Seral.regenerating,,8
3,feature.Seral.young,,9
3,feature.SpeciesProp.unmanaged.CW,,48
3,feature.SpeciesProp.unmanaged.FDC,,49
3,feature.SpeciesProp.unmanaged.HW,,50
3,feature.Yield.unmanaged.CW,,51
3,feature.Yield.unmanaged.FDC,,52
3,feature.Yield.unmanaged.HW,,53
3,feature.Yield.unmanaged.Total,,54
4,feature.Area.managed,,17
4,feature.Area.og1.CWHvm_FDC_HW_H,,55
4,feature.Area.og1.total,,55
4,feature.Area.og2.CWHvm_FDC_HW_H,,19
4,feature.Area.og2.total,,19
4,feature.Height.managed.CWHvm_FDC_HW_H,,56
4,feature.QMD.managed.CWHvm_FDC_HW_H,,4
4,feature.Seral.CWHvm_FDC_HW_H.immature,,57
4,feature.Seral.CWHvm_FDC_HW_H.mature,,58
4,feature.Seral.CWHvm_FDC_HW_H.overmature,,59
4,feature.Seral.CWHvm_FDC_HW_H.regenerating,,24
4,feature.Seral.CWHvm_FDC_HW_H.young,,25
4,feature.Seral.immature,,57
4,feature.Seral.mature,,58
4,feature.Seral.overmature,,59
4,feature.Seral.regenerating,,24
4,feature.Seral.young,,25
4,feature.SpeciesProp.managed.CW,,48
4,feature.SpeciesProp.managed.FDC,,49
4,feature.SpeciesProp.managed.HW,,60
4,feature.Yield.managed.CW,,61
4,feature.Yield.managed.FDC,,62
4,feature.Yield.managed.HW,,63
4,feature.Yield.managed.Total,,64
5,feature.Area.managed,,17
5,feature.Area.og1.CWHvm_FDC_HW_H,,55
5,feature.Area.og1.total,,55
5,feature.Area.og2.CWHvm_FDC_HW_H,,19
5,feature.Area.og2.total,,19
5,feature.Height.managed.CWHvm_FDC_HW_H,,56
5,feature.QMD.managed.CWHvm_FDC_HW_H,,4
5,feature.SpeciesProp.managed.CW,,79
5,feature.SpeciesProp.managed.FDC,,80
5,feature.Yield.managed.CW,,81
5,feature.Yield.managed.FDC,,82
5,feature.Yield.managed.Total,,64
6,feature.Area.og1.CWHvm_HW_CW_M,,87
6,feature.Area.og1.total,,87
6,feature.Area.og2.CWHvm_HW_CW_M,,1
6,feature.Area.og2.total,,1
6,feature.Area.unmanaged,,2
6,feature.Height.unmanaged.CWHvm_HW_CW_M,,3
6,feature.QMD.unmanaged.CWHvm_HW_CW_M,,4
6,feature.Seral.CWHvm_HW_CW_M.immature,,88
6,feature.Seral.CWHvm_HW_CW_M.mature,,89
6,feature.Seral.CWHvm_HW_CW_M.overmature,,90
6,feature.Seral.CWHvm_HW_CW_M.regenerating,,8
6,feature.Seral.CWHvm_HW_CW_M.young,,9
6,feature.Seral.immature,,88
6,feature.Seral.mature,,89
6,feature.Seral.overmature,,90
6,feature.Seral.regenerating,,8
6,feature.Seral.young,,9
6,feature.SpeciesProp.unmanaged.CW,,12
6,feature.SpeciesProp.unmanaged.FDC,,10
6,feature.SpeciesProp.unmanaged.HW,,11
6,feature.Yield.unmanaged.CW,,91
6,feature.Yield.unmanaged.FDC,,92
6,feature.Yield.unmanaged.HW,,93
6,feature.Yield.unmanaged.Total,,94
7,feature.Area.managed,,2
7,feature.Area.og1.CWHvm_HW_CW_M,,87
7,feature.Area.og1.total,,87
7,feature.Area.og2.CWHvm_HW_CW_M,,1
7,feature.Area.og2.total,,1
7,feature.Height.managed.CWHvm_HW_CW_M,,20
7,feature.QMD.managed.CWHvm_HW_CW_M,,4
7,feature.Seral.CWHvm_HW_CW_M.immature,,88
7,feature.Seral.CWHvm_HW_CW_M.mature,,89
7,feature.Seral.CWHvm_HW_CW_M.overmature,,90
7,feature.Seral.CWHvm_HW_CW_M.regenerating,,8
7,feature.Seral.CWHvm_HW_CW_M.young,,9
7,feature.Seral.immature,,88
7,feature.Seral.mature,,89
7,feature.Seral.overmature,,90
7,feature.Seral.regenerating,,8
7,feature.Seral.young,,9
7,feature.SpeciesProp.managed.CW,,79
7,feature.SpeciesProp.managed.FDC,,95
7,feature.SpeciesProp.managed.HW,,26
7,feature.Yield.managed.CW,,96
7,feature.Yield.managed.FDC,,97
7,feature.Yield.managed.HW,,98
7,feature.Yield.managed.Total,,99
8,feature.Area.og1.CWHvm_HW_FDC_H,,112
8,feature.Area.og1.total,,112
8,feature.Area.og2.CWHvm_HW_FDC_H,,1
8,feature.Area.og2.total,,1
8,feature.Area.unmanaged,,2
8,feature.Height.unmanaged.CWHvm_HW_FDC_H,,113
8,feature.QMD.unmanaged.CWHvm_HW_FDC_H,,4
8,feature.Seral.CWHvm_HW_FDC_H.immature,,45
8,feature.Seral.CWHvm_HW_FDC_H.mature,,46
8,feature.Seral.CWHvm_HW_FDC_H.overmature,,47
8,feature.Seral.CWHvm_HW_FDC_H.regenerating,,8
8,feature.Seral.CWHvm_HW_FDC_H.young,,9
8,feature.Seral.immature,,45
8,feature.Seral.mature,,46
8,feature.Seral.overmature,,47
8,feature.Seral.regenerating,,8
8,feature.Seral.young,,9
8,feature.SpeciesProp.unmanaged.CW,,12
8,feature.SpeciesProp.unmanaged.FDC,,10
8,feature.SpeciesProp.unmanaged.HW,,26
8,feature.Yield.unmanaged.CW,,114
8,feature.Yield.unmanaged.FDC,,115
8,feature.Yield.unmanaged.HW,,116
8,feature.Yield.unmanaged.Total,,117
9,feature.Area.managed,,2
9,feature.Area.og1.CWHvm_HW_FDC_H,,112
9,feature.Area.og1.total,,112
9,feature.Area.og2.CWHvm_HW_FDC_H,,1
9,feature.Area.og2.total,,1
9,feature.Height.managed.CWHvm_HW_FDC_H,,118
9,feature.QMD.managed.CWHvm_HW_FDC_H,,4
9,feature.Seral.CWHvm_HW_FDC_H.immature,,45
9,feature.Seral.CWHvm_HW_FDC_H.mature,,46
9,feature.Seral.CWHvm_HW_FDC_H.overmature,,47
