CURVE,X,Y
95,0,0.1
1438,0,0.13
356,0,0.1
1250,0,0.13
314,0,0.13
296,0,0.15
1094,0,0.17
1056,0,0.18
787,0,0.17
270,0,0.15
393,0,0.19
943,0,0.19
385,0,0.19
168,0,0.18
162,0,0.18
79,0,0.2
48,0,0.15
1491,0,0.21
468,0,0.21
447,0,0.23
355,0,0.2
345,0,0.23
339,0,0.23
60,0,0.25
1490,0,0.28
785,0,0.26
467,0,0.28
1093,0,0.34
841,0,0.32
786,0,0.34
719,0,0.39
571,0,0.3
1528,0,0.3
1528,1,0.3
1528,299,89.7
570,0,0.3
570,1,0.3
570,299,89.7
866,0,0.4
554,0,0.39
207,0,0.39
575,0,0.3
443,0,0.3
443,1,0.3
443,299,89.7
186,0,0.3
186,1,0.3
186,299,89.7
160,0,0.3
160,1,0.3
160,299,89.7
1120,0,0.4
1087,0,0.5
1087,1,0.5
1087,299,149.5
290,0,0.5
290,1,0.5
290,299,149.5
136,0,0.4
50,0,0.25
12,0,0.2
10,0,0.1
466,0,0.51
297,0,0.6
690,0,0.61
271,0,0.6
840,0,0.68
555,0,0.61
208,0,0.61
49,0,0.6
26,0,0.7
884,0,0.7
884,1,0.7
884,299,209.3
113,0,0.7
113,1,0.7
113,299,209.3
635,0,0.77
346,0,0.77
340,0,0.77
119,0,0.7
801,0,0.7
801,1,0.7
801,299,209.3
1041,0,0.7
1041,1,0.7
1041,299,209.3
226,0,0.7
226,1,0.7
226,299,209.3
429,0,0.8
394,0,0.81
1583,0,0.82
609,0,0.81
386,0,0.81
283,0,0.8
1183,0,0.82
993,0,0.85
490,0,0.85
486,0,0.85
518,0,0.87
319,0,0.87
315,0,0.87
163,0,0.82
80,0,0.8
17,0,1
24,0,1
24,5,1
24,6,0
11,0,0.7
413,0,0.7
413,1,0.7
413,299,209.3
517,0,0.7
517,1,0.7
517,299,209.3
44,0,0.7
44,1,0.7
44,299,209.3
671,0,0.5
671,1,0.5
671,299,149.5
1601,0,0.5
1601,1,0.5
1601,299,149.5
3,0,0.5
3,1,0.5
3,299,149.5
77,9,0
135,9,0
135,10,1
135,11,0
78,9,0
78,10,1
78,11,0
258,79,0
337,79,0
337,80,0.1
1447,79,0
1447,80,0.13
364,79,0
364,80,0.1
1850,79,0
1850,80,0.13
1003,79,0
1003,80,0.15
497,79,0
497,80,0.15
336,79,0
336,80,0.2
328,79,0
328,80,0.13
263,79,0
263,80,0.1
454,79,0
454,80,0.23
363,79,0
363,80,0.2
1675,79,0
