TRACK,BEGIN,END,TREATMENT,MANUAL,NEWTRACK,ADJUST,OFFSET,RETAIN,CURVE,CYCLE,ELIGIBILITY
2,70,756,CC,false,2,A,0,0,,0,
4,50,756,CC,false,4,A,0,0,,0,
4,40,40,CT,false,5,R,0,0,,0,
5,50,756,CC,false,4,A,0,0,,0,
7,100,756,CC,false,7,A,0,0,,0,
9,70,756,CC,false,9,A,0,0,,0,
11,70,756,CC,false,11,A,0,0,,0,
13,110,756,CC,false,14,A,0,0,,0,
14,110,756,CC,false,14,A,0,0,,0,
16,80,756,CC,false,16,A,0,0,,0,
16,40,40,CT,false,17,R,0,0,,0,
17,80,756,CC,false,16,A,0,0,,0,
17,52,52,F1,false,18,R,0,0,,0,
18,80,756,CC,false,16,A,0,0,,0,
18,62,62,F2,false,19,R,0,0,,0,
19,80,756,CC,false,16,A,0,0,,0,
19,72,72,F3,false,20,R,0,0,,0,
20,80,756,CC,false,16,A,0,0,,0,
22,110,756,CC,false,23,A,0,0,,0,
23,110,756,CC,false,23,A,0,0,,0,
23,40,40,CT,false,24,R,0,0,,0,
24,110,756,CC,false,23,A,0,0,,0,
24,58,58,F1,false,25,R,0,0,,0,
25,110,756,CC,false,23,A,0,0,,0,
25,68,68,F2,false,26,R,0,0,,0,
26,110,756,CC,false,23,A,0,0,,0,
26,78,78,F3,false,27,R,0,0,,0,
27,110,756,CC,false,23,A,0,0,,0,
29,80,756,CC,false,29,A,0,0,,0,
31,60,756,CC,false,31,A,0,0,,0,
31,40,40,CT,false,32,R,0,0,,0,
32,60,756,CC,false,31,A,0,0,,0,
32,48,48,F1,false,33,R,0,0,,0,
33,60,756,CC,false,31,A,0,0,,0,
33,58,58,F2,false,34,R,0,0,,0,
34,60,756,CC,false,31,A,0,0,,0,
34,68,68,F3,false,35,R,0,0,,0,
35,60,756,CC,false,31,A,0,0,,0,
37,60,756,CC,false,37,A,0,0,,0,
37,40,40,CT,false,38,R,0,0,,0,
38,60,756,CC,false,37,A,0,0,,0,
38,48,48,F1,false,39,R,0,0,,0,
39,60,756,CC,false,37,A,0,0,,0,
39,58,58,F2,false,40,R,0,0,,0,
40,60,756,CC,false,37,A,0,0,,0,
40,68,68,F3,false,41,R,0,0,,0,
41,60,756,CC,false,37,A,0,0,,0,
43,80,756,CC,false,44,A,0,0,,0,
44,80,756,CC,false,44,A,0,0,,0,
46,80,756,CC,false,47,A,0,0,,0,
47,80,756,CC,false,47,A,0,0,,0,
49,110,756,CC,false,50,A,0,0,,0,
50,110,756,CC,false,50,A,0,0,,0,
50,40,40,CT,false,51,R,0,0,,0,
51,110,756,CC,false,50,A,0,0,,0,
51,58,58,F1,false,52,R,0,0,,0,
52,110,756,CC,false,50,A,0,0,,0,
52,68,68,F2,false,53,R,0,0,,0,
53,110,756,CC,false,50,A,0,0,,0,
53,78,78,F3,false,54,R,0,0,,0,
54,110,756,CC,false,50,A,0,0,,0,
56,100,756,CC,false,57,A,0,0,,0,
57,100,756,CC,false,57,A,0,0,,0,
59,50,756,CC,false,59,A,0,0,,0,
59,40,40,CT,false,60,R,0,0,,0,
60,50,756,CC,false,59,A,0,0,,0,
62,70,756,CC,false,9,A,0,0,,0,
64,80,756,CC,false,65,A,0,0,,0,
65,80,756,CC,false,65,A,0,0,,0,
68,80,756,CC,false,68,A,0,0,,0,
70,70,756,CC,false,70,A,0,0,,0,
72,80,756,CC,false,73,A,0,0,,0,
73,80,756,CC,false,73,A,0,0,,0,
75,60,756,CC,false,75,A,0,0,,0,
75,40,40,CT,false,76,R,0,0,,0,
76,60,756,CC,false,75,A,0,0,,0,
76,48,48,F1,false,77,R,0,0,,0,
77,60,756,CC,false,75,A,0,0,,0,
77,58,58,F2,false,78,R,0,0,,0,
78,60,756,CC,false,75,A,0,0,,0,
78,68,68,F3,false,79,R,0,0,,0,
79,60,756,CC,false,75,A,0,0,,0,
81,70,756,CC,false,81,A,0,0,,0,
83,80,756,CC,false,84,A,0,0,,0,
84,80,756,CC,false,84,A,0,0,,0,
86,110,756,CC,false,87,A,0,0,,0,
87,110,756,CC,false,87,A,0,0,,0,
87,40,40,CT,false,88,R,0,0,,0,
88,110,756,CC,false,87,A,0,0,,0,
88,58,58,F1,false,89,R,0,0,,0,
89,110,756,CC,false,87,A,0,0,,0,
89,68,68,F2,false,90,R,0,0,,0,
90,110,756,CC,false,87,A,0,0,,0,
90,78,78,F3,false,91,R,0,0,,0,
91,110,756,CC,false,87,A,0,0,,0,
93,80,756,CC,false,94,A,0,0,,0,
94,80,756,CC,false,94,A,0,0,,0,
94,40,40,CT,false,95,R,0,0,,0,
95,80,756,CC,false,94,A,0,0,,0,
95,52,52,F1,false,96,R,0,0,,0,
96,80,756,CC,false,94,A,0,0,,0,
96,62,62,F2,false,97,R,0,0,,0,
97,80,756,CC,false,94,A,0,0,,0,
97,72,72,F3,false,98,R,0,0,,0,
98,80,756,CC,false,94,A,0,0,,0,
100,110,756,CC,false,101,A,0,0,,0,
101,110,756,CC,false,101,A,0,0,,0,
103,100,756,CC,false,104,A,0,0,,0,
104,100,756,CC,false,104,A,0,0,,0,
107,110,756,CC,false,108,A,0,0,,0,
108,110,756,CC,false,108,A,0,0,,0,
110,70,756,CC,false,110,A,0,0,,0,
112,80,756,CC,false,29,A,0,0,,0,
114,80,756,CC,false,114,A,0,0,,0,
114,40,40,CT,false,115,R,0,0,,0,
115,80,756,CC,false,114,A,0,0,,0,
115,52,52,F1,false,116,R,0,0,,0,
116,80,756,CC,false,114,A,0,0,,0,
116,62,62,F2,false,117,R,0,0,,0,
117,80,756,CC,false,114,A,0,0,,0,
117,72,72,F3,false,118,R,0,0,,0,
118,80,756,CC,false,114,A,0,0,,0,
120,80,756,CC,false,121,A,0,0,,0,
121,80,756,CC,false,121,A,0,0,,0,
123,80,756,CC,false,124,A,0,0,,0,
124,80,756,CC,false,124,A,0,0,,0,
126,70,756,CC,false,126,A,0,0,,0,
128,80,756,CC,false,128,A,0,0,,0,
128,40,40,CT,false,129,R,0,0,,0,
129,80,756,CC,false,128,A,0,0,,0,
129,52,52,F1,false,130,R,0,0,,0,
130,80,756,CC,false,128,A,0,0,,0,
130,62,62,F2,false,131,R,0,0,,0,
131,80,756,CC,false,128,A,0,0,,0,
131,72,72,F3,false,132,R,0,0,,0,
132,80,756,CC,false,128,A,0,0,,0,
134,110,756,CC,false,135,A,0,0,,0,
135,110,756,CC,false,135,A,0,0,,0,
137,80,756,CC,false,138,A,0,0,,0,
138,80,756,CC,false,138,A,0,0,,0,
140,110,756,CC,false,141,A,0,0,,0,
141,110,756,CC,false,141,A,0,0,,0,
141,40,40,CT,false,142,R,0,0,,0,
142,110,756,CC,false,141,A,0,0,,0,
142,58,58,F1,false,143,R,0,0,,0,
143,110,756,CC,false,141,A,0,0,,0,
143,68,68,F2,false,144,R,0,0,,0,
144,110,756,CC,false,141,A,0,0,,0,
144,78,78,F3,false,145,R,0,0,,0,
145,110,756,CC,false,141,A,0,0,,0,
147,110,756,CC,false,148,A,0,0,,0,
148,110,756,CC,false,148,A,0,0,,0,
148,40,40,CT,false,149,R,0,0,,0,
149,110,756,CC,false,148,A,0,0,,0,
149,58,58,F1,false,150,R,0,0,,0,
150,110,756,CC,false,148,A,0,0,,0,
150,68,68,F2,false,151,R,0,0,,0,
151,110,756,CC,false,148,A,0,0,,0,
151,78,78,F3,false,152,R,0,0,,0,
152,110,756,CC,false,148,A,0,0,,0,
154,70,756,CC,false,154,A,0,0,,0,
156,70,756,CC,false,156,A,0,0,,0,
158,80,756,CC,false,158,A,0,0,,0,
158,40,40,CT,false,159,R,0,0,,0,
159,80,756,CC,false,158,A,0,0,,0,
159,52,52,F1,false,160,R,0,0,,0,
160,80,756,CC,false,158,A,0,0,,0,
160,62,62,F2,false,161,R,0,0,,0,
161,80,756,CC,false,158,A,0,0,,0,
161,72,72,F3,false,162,R,0,0,,0,
162,80,756,CC,false,158,A,0,0,,0,
164,110,756,CC,false,165,A,0,0,,0,
165,110,756,CC,false,165,A,0,0,,0,
165,40,40,CT,false,166,R,0,0,,0,
166,110,756,CC,false,165,A,0,0,,0,
166,58,58,F1,false,167,R,0,0,,0,
167,110,756,CC,false,165,A,0,0,,0,
167,68,68,F2,false,168,R,0,0,,0,
168,110,756,CC,false,165,A,0,0,,0,
168,78,78,F3,false,169,R,0,0,,0,
169,110,756,CC,false,165,A,0,0,,0,
171,110,756,CC,false,172,A,0,0,,0,
172,110,756,CC,false,172,A,0,0,,0,
172,40,40,CT,false,173,R,0,0,,0,
173,110,756,CC,false,172,A,0,0,,0,
173,58,58,F1,false,174,R,0,0,,0,
174,110,756,CC,false,172,A,0,0,,0,
174,68,68,F2,false,175,R,0,0,,0,
175,110,756,CC,false,172,A,0,0,,0,
175,78,78,F3,false,176,R,0,0,,0,
176,110,756,CC,false,172,A,0,0,,0,
179,110,756,CC,false,180,A,0,0,,0,
180,110,756,CC,false,180,A,0,0,,0,
180,40,40,CT,false,181,R,0,0,,0,
181,110,756,CC,false,180,A,0,0,,0,
181,58,58,F1,false,182,R,0,0,,0,
182,110,756,CC,false,180,A,0,0,,0,
182,68,68,F2,false,183,R,0,0,,0,
183,110,756,CC,false,180,A,0,0,,0,
183,78,78,F3,false,184,R,0,0,,0,
184,110,756,CC,false,180,A,0,0,,0,
186,70,756,CC,false,186,A,0,0,,0,
188,70,756,CC,false,188,A,0,0,,0,
190,80,756,CC,false,190,A,0,0,,0,
192,60,756,CC,false,192,A,0,0,,0,
192,40,40,CT,false,193,R,0,0,,0,
193,60,756,CC,false,192,A,0,0,,0,
